keyword,title,price,rating,reviews,platform,delivery
air fryer India,LG air fryer India Model 428,8757.0,4.9,2023,croma,free delivery
microwave oven convection,HP microwave oven convection Model 564,8799.0,3.5,4884,amazon,free delivery
office chair ergonomic,Philips office chair ergonomic Model 989,8904.0,3.0,3739,amazon,2 days
office chair ergonomic,Nike office chair ergonomic Model 106,8923.0,4.6,2822,flipkart,5 days
power bank fast charging,Puma power bank fast charging Model 131,8933.0,3.8,143,amazon,2 days
power bank fast charging,Puma power bank fast charging Model 415,8944.0,3.7,2974,amazon,2 days
air fryer India,Puma air fryer India Model 696,8987.0,4.8,2999,reliance digital,free delivery
microwave oven convection,Sony microwave oven convection Model 848,9020.0,3.0,1410,amazon,2 days
microwave oven convection,Boat microwave oven convection Model 255,9089.0,4.1,3138,croma,5 days
power bank fast charging,HP power bank fast charging Model 100,9092.0,3.8,811,croma,free delivery
men running shoes,Philips men running shoes Model 418,9160.0,3.7,2887,amazon,5 days
air fryer India,Nike air fryer India Model 458,9171.0,2.5,3658,reliance digital,2 days
power bank fast charging,HP power bank fast charging Model 103,9195.0,4.3,426,amazon,5 days
air fryer India,HP air fryer India Model 618,9220.0,2.9,326,croma,free delivery
office chair ergonomic,Dell office chair ergonomic Model 249,9264.0,3.3,609,reliance digital,free delivery
microwave oven convection,Sony microwave oven convection Model 983,9278.0,3.2,937,amazon,free delivery
men running shoes,HP men running shoes Model 911,9329.0,4.5,418,amazon,5 days
office chair ergonomic,Boat office chair ergonomic Model 303,9335.0,3.7,844,reliance digital,free delivery
power bank fast charging,Sony power bank fast charging Model 300,9342.0,4.0,3843,croma,2 days
office chair ergonomic,Philips office chair ergonomic Model 755,9463.0,3.5,3340,flipkart,free delivery
power bank fast charging,Sony power bank fast charging Model 334,9499.0,4.9,4207,croma,free delivery
office chair ergonomic,Philips office chair ergonomic Model 887,9713.0,3.7,3026,flipkart,2 days
office chair ergonomic,Samsung office chair ergonomic Model 472,9857.0,4.3,3938,amazon,2 days
men running shoes,Boat men running shoes Model 728,9884.0,2.6,4871,croma,free delivery
men running shoes,Philips men running shoes Model 793,9884.0,3.1,1285,croma,free delivery
power bank fast charging,Samsung power bank fast charging Model 878,9900.0,3.4,3076,croma,5 days
air fryer India,Sony air fryer India Model 515,9979.0,4.4,424,croma,2 days
office chair ergonomic,Philips office chair ergonomic Model 137,10015.0,4.0,2426,flipkart,free delivery
men running shoes,Boat men running shoes Model 948,10068.0,4.5,3869,reliance digital,2 days
men running shoes,Dell men running shoes Model 277,10071.0,4.9,4560,croma,5 days
office chair ergonomic,Boat office chair ergonomic Model 251,10118.0,3.7,2270,amazon,2 days
men running shoes,Boat men running shoes Model 475,10153.0,2.9,3274,amazon,5 days
men running shoes,Puma men running shoes Model 698,10209.0,4.2,1801,reliance digital,5 days
office chair ergonomic,LG office chair ergonomic Model 901,10247.0,3.6,2696,reliance digital,2 days
microwave oven convection,Samsung microwave oven convection Model 571,10268.0,4.7,3228,flipkart,2 days
air fryer India,Sony air fryer India Model 404,10311.0,2.9,2685,croma,free delivery
air fryer India,LG air fryer India Model 363,10393.0,3.5,3600,croma,2 days
air fryer India,LG air fryer India Model 363,10393.0,3.5,1538,croma,2 days
microwave oven convection,HP microwave oven convection Model 260,10399.0,4.8,1364,croma,2 days
men running shoes,Samsung men running shoes Model 544,10486.0,2.7,2100,reliance digital,5 days
power bank fast charging,Sony power bank fast charging Model 711,10504.0,3.5,3408,croma,free delivery
air fryer India,LG air fryer India Model 797,10526.0,4.7,4373,reliance digital,2 days
microwave oven convection,Sony microwave oven convection Model 705,10551.0,3.0,1713,croma,free delivery
air fryer India,Dell air fryer India Model 810,10588.0,3.9,4559,croma,5 days
men running shoes,Samsung men running shoes Model 620,10627.0,2.6,1998,amazon,2 days
men running shoes,LG men running shoes Model 336,10645.0,2.6,1588,amazon,2 days
power bank fast charging,Puma power bank fast charging Model 127,10720.0,4.3,629,reliance digital,free delivery
men running shoes,Boat men running shoes Model 296,10726.0,3.4,3096,flipkart,free delivery
men running shoes,Dell men running shoes Model 874,10730.0,2.5,1422,reliance digital,2 days
men running shoes,Nike men running shoes Model 571,10750.0,4.4,586,croma,2 days
air fryer India,Boat air fryer India Model 608,10828.0,3.3,4277,flipkart,5 days
office chair ergonomic,Dell office chair ergonomic Model 783,10831.0,2.8,547,croma,2 days
office chair ergonomic,Philips office chair ergonomic Model 477,10866.0,4.2,4350,croma,5 days
men running shoes,LG men running shoes Model 927,10893.0,3.4,3220,flipkart,free delivery
office chair ergonomic,HP office chair ergonomic Model 981,10915.0,3.5,2068,amazon,free delivery
power bank fast charging,LG power bank fast charging Model 382,10945.0,2.9,3032,amazon,free delivery
office chair ergonomic,Sony office chair ergonomic Model 546,11042.0,3.0,571,flipkart,free delivery
power bank fast charging,Samsung power bank fast charging Model 384,11076.0,4.4,2498,amazon,free delivery
microwave oven convection,LG microwave oven convection Model 443,11089.0,4.4,3882,amazon,2 days
air fryer India,HP air fryer India Model 755,11309.0,3.6,4502,flipkart,2 days
office chair ergonomic,Boat office chair ergonomic Model 922,11394.0,3.7,3099,reliance digital,5 days
power bank fast charging,Philips power bank fast charging Model 136,11469.0,3.4,2456,reliance digital,free delivery
men running shoes,Boat men running shoes Model 103,11594.0,3.9,3659,amazon,5 days
power bank fast charging,Boat power bank fast charging Model 651,11700.0,4.4,1813,reliance digital,2 days
office chair ergonomic,Philips office chair ergonomic Model 947,11703.0,4.5,1804,flipkart,free delivery
office chair ergonomic,Nike office chair ergonomic Model 411,11726.0,4.3,3164,croma,5 days
microwave oven convection,Puma microwave oven convection Model 871,11766.0,4.5,4784,reliance digital,5 days
air fryer India,Samsung air fryer India Model 610,11773.0,3.9,2771,croma,free delivery
air fryer India,Sony air fryer India Model 333,11773.0,3.3,609,croma,free delivery
air fryer India,Philips air fryer India Model 646,11773.0,4.6,2746,croma,free delivery
microwave oven convection,HP microwave oven convection Model 749,11799.0,3.8,2729,croma,2 days
microwave oven convection,HP microwave oven convection Model 749,11799.0,4.0,2729,croma,2 days
men running shoes,Boat men running shoes Model 821,11806.0,3.7,3346,amazon,2 days
microwave oven convection,HP microwave oven convection Model 837,11861.0,4.4,1200,amazon,free delivery
office chair ergonomic,Samsung office chair ergonomic Model 959,11870.0,3.4,3887,flipkart,5 days
office chair ergonomic,Dell office chair ergonomic Model 777,11887.0,2.7,153,flipkart,2 days
men running shoes,HP men running shoes Model 632,11908.0,3.5,1442,amazon,5 days
men running shoes,Puma men running shoes Model 709,11908.0,2.6,4933,amazon,5 days
microwave oven convection,Samsung microwave oven convection Model 210,11972.0,3.6,629,flipkart,2 days
microwave oven convection,Philips microwave oven convection Model 749,12002.0,4.2,1195,flipkart,2 days
microwave oven convection,Philips microwave oven convection Model 744,12043.0,3.9,3591,croma,5 days
office chair ergonomic,Sony office chair ergonomic Model 822,12081.0,4.1,4670,amazon,free delivery
office chair ergonomic,Philips office chair ergonomic Model 414,12081.0,3.2,2235,amazon,free delivery
office chair ergonomic,Puma office chair ergonomic Model 823,12081.0,3.4,937,amazon,free delivery
office chair ergonomic,Philips office chair ergonomic Model 414,12081.0,3.2,1965,amazon,free delivery
office chair ergonomic,LG office chair ergonomic Model 731,12081.0,3.0,3496,amazon,free delivery
microwave oven convection,Boat microwave oven convection Model 117,12123.0,4.6,4412,flipkart,5 days
men running shoes,Nike men running shoes Model 773,12222.0,4.3,3755,amazon,5 days
microwave oven convection,Puma microwave oven convection Model 455,12233.0,2.6,129,flipkart,2 days
power bank fast charging,Philips power bank fast charging Model 895,12239.0,4.6,2596,croma,2 days
power bank fast charging,Sony power bank fast charging Model 286,12239.0,3.7,4088,croma,2 days
power bank fast charging,LG power bank fast charging Model 599,12239.0,5.0,4919,croma,2 days
power bank fast charging,Puma power bank fast charging Model 122,12239.0,4.7,3770,croma,2 days
power bank fast charging,Dell power bank fast charging Model 484,12239.0,3.0,1454,croma,2 days
air fryer India,LG air fryer India Model 734,12278.0,3.7,3022,flipkart,free delivery
microwave oven convection,Samsung microwave oven convection Model 999,12362.0,3.6,3512,croma,5 days
men running shoes,Philips men running shoes Model 417,12377.0,4.1,1839,flipkart,5 days
microwave oven convection,Puma microwave oven convection Model 666,12418.0,3.5,4483,reliance digital,free delivery
men running shoes,Nike men running shoes Model 955,12436.0,2.8,4004,amazon,2 days
office chair ergonomic,HP office chair ergonomic Model 389,12474.0,5.0,1626,amazon,5 days
air fryer India,Sony air fryer India Model 462,12476.5,3.5,3710,flipkart,2 days
air fryer India,Sony air fryer India Model 387,12476.5,3.4,3668,flipkart,2 days
men running shoes,Sony men running shoes Model 238,12511.0,4.8,910,flipkart,2 days
men running shoes,Philips men running shoes Model 776,12533.0,4.8,208,flipkart,free delivery
office chair ergonomic,Puma office chair ergonomic Model 296,12559.0,4.4,2806,reliance digital,free delivery
office chair ergonomic,Philips office chair ergonomic Model 290,12568.0,3.3,1037,amazon,free delivery
microwave oven convection,Nike microwave oven convection Model 978,12578.0,2.7,788,flipkart,2 days
power bank fast charging,Dell power bank fast charging Model 326,12582.0,4.4,3935,amazon,5 days
power bank fast charging,Philips power bank fast charging Model 708,12594.0,4.1,4687,reliance digital,free delivery
men running shoes,Dell men running shoes Model 997,12597.0,4.2,3096,amazon,5 days
microwave oven convection,Samsung microwave oven convection Model 262,12598.0,4.0,329,amazon,2 days
microwave oven convection,Sony microwave oven convection Model 316,12598.0,4.8,760,amazon,2 days
microwave oven convection,Philips microwave oven convection Model 635,12598.0,4.1,3062,amazon,2 days
air fryer India,Sony air fryer India Model 331,12621.0,3.0,2262,flipkart,free delivery
microwave oven convection,Puma microwave oven convection Model 212,12632.0,3.0,2291,flipkart,free delivery
air fryer India,HP air fryer India Model 976,12662.0,3.6,1032,flipkart,5 days
microwave oven convection,Samsung microwave oven convection Model 524,12668.0,4.7,1294,amazon,free delivery
microwave oven convection,Sony microwave oven convection Model 488,12668.0,3.1,2333,amazon,free delivery
men running shoes,Sony men running shoes Model 596,12685.0,5.0,1964,flipkart,2 days
air fryer India,HP air fryer India Model 491,12698.0,3.6,3540,reliance digital,free delivery
air fryer India,Boat air fryer India Model 971,12775.0,4.0,2898,reliance digital,free delivery
power bank fast charging,HP power bank fast charging Model 169,12817.0,4.8,3939,flipkart,2 days
microwave oven convection,LG microwave oven convection Model 741,12854.0,4.0,1502,croma,5 days
microwave oven convection,Puma microwave oven convection Model 195,12872.0,4.4,629,amazon,5 days
office chair ergonomic,Puma office chair ergonomic Model 837,13147.0,4.2,32,croma,5 days
office chair ergonomic,LG office chair ergonomic Model 374,13147.0,4.5,1364,croma,5 days
office chair ergonomic,Puma office chair ergonomic Model 514,13147.0,4.4,3775,croma,5 days
men running shoes,HP men running shoes Model 974,13155.0,3.6,2057,flipkart,2 days
microwave oven convection,Boat microwave oven convection Model 962,13198.0,4.3,3270,amazon,2 days
men running shoes,LG men running shoes Model 220,13243.0,3.7,1513,flipkart,free delivery
office chair ergonomic,LG office chair ergonomic Model 994,13287.0,4.6,414,croma,free delivery
microwave oven convection,Nike microwave oven convection Model 798,13302.0,3.0,4736,croma,free delivery
office chair ergonomic,Boat office chair ergonomic Model 912,13315.0,2.7,3479,amazon,2 days
microwave oven convection,Puma microwave oven convection Model 155,13333.0,5.0,14,reliance digital,5 days
air fryer India,Boat air fryer India Model 361,13406.0,3.0,3322,flipkart,5 days
men running shoes,Samsung men running shoes Model 613,13410.0,2.9,1987,reliance digital,2 days
power bank fast charging,LG power bank fast charging Model 622,13442.0,4.9,2243,amazon,5 days
microwave oven convection,Puma microwave oven convection Model 435,13475.0,4.5,1862,amazon,free delivery
men running shoes,Samsung men running shoes Model 200,13528.0,3.3,2011,flipkart,free delivery
power bank fast charging,Samsung power bank fast charging Model 440,13597.0,3.6,4156,amazon,2 days
air fryer India,Philips air fryer India Model 669,13652.0,2.7,2243,amazon,2 days
power bank fast charging,Boat power bank fast charging Model 685,13683.0,4.5,2173,croma,2 days
